commune,annee,rendement_kg_ha,rendement_t_ha,precip_01_mm,temp_moy_01_c,temp_max_01_c,temp_min_01_c,humidite_01_pct,rayonnement_01,precip_02_mm,temp_moy_02_c,temp_max_02_c,temp_min_02_c,humidite_02_pct,rayonnement_02,precip_03_mm,temp_moy_03_c,temp_max_03_c,temp_min_03_c,humidite_03_pct,rayonnement_03,precip_04_mm,temp_moy_04_c,temp_max_04_c,temp_min_04_c,humidite_04_pct,rayonnement_04,precip_05_mm,temp_moy_05_c,temp_max_05_c,temp_min_05_c,humidite_05_pct,rayonnement_05,precip_06_mm,temp_moy_06_c,temp_max_06_c,temp_min_06_c,humidite_06_pct,rayonnement_06,precip_07_mm,temp_moy_07_c,temp_max_07_c,temp_min_07_c,humidite_07_pct,rayonnement_07,precip_08_mm,temp_moy_08_c,temp_max_08_c,temp_min_08_c,humidite_08_pct,rayonnement_08,precip_09_mm,temp_moy_09_c,temp_max_09_c,temp_min_09_c,humidite_09_pct,rayonnement_09,precip_10_mm,temp_moy_10_c,temp_max_10_c,temp_min_10_c,humidite_10_pct,rayonnement_10,precip_11_mm,temp_moy_11_c,temp_max_11_c,temp_min_11_c,humidite_11_pct,rayonnement_11,precip_12_mm,temp_moy_12_c,temp_max_12_c,temp_min_12_c,humidite_12_pct,rayonnement_12,precip_annuelle_mm,temp_moy_annuelle_c,temp_max_annuelle_c,temp_min_annuelle_c,humidite_moy_annuelle_pct,rayonnement_moyen_annuel,indice_stress_hydrique,type_sol,departement,precip_saison1_mm,precip_saison2_mm,precip_croissance_mm,amplitude_01_c,amplitude_02_c,amplitude_03_c,amplitude_04_c,amplitude_05_c,amplitude_06_c,amplitude_07_c,amplitude_08_c,amplitude_09_c,amplitude_10_c,amplitude_11_c,amplitude_12_c,amplitude_annuelle_c,stress_thermique_01,stress_thermique_02,stress_thermique_03,stress_thermique_04,stress_thermique_05,stress_thermique_06,stress_thermique_07,stress_thermique_08,stress_thermique_09,stress_thermique_10,stress_thermique_11,stress_thermique_12,nb_mois_stress_thermique,annee_normalisee,departement_encode,type_sol_encode
Kandi,2005,1229.72442049728,1.2297244204972801,0.0,23.61,37.91,12.48,25.53,18.01,0.28,30.15,41.34,18.04,26.29,19.53,11.16,32.28,42.22,20.76,38.14,20.16,16.5,33.06,42.79,24.44,44.58,21.67,87.42,30.03,39.97,23.42,61.36,21.79,163.5,27.45,35.7,21.41,75.39,20.85,261.02,25.86,33.23,20.77,82.97,19.26,243.35,25.59,30.88,21.5,85.33,18.78,188.1,26.22,33.45,20.66,82.66,20.42,46.81,26.29,33.63,19.13,74.24,21.16,0.0,25.6,36.52,14.97,47.35,20.13,0.0,25.21,35.99,15.38,34.94,20.87,1018.1400000000001,27.6125,42.79,12.48,56.565,20.219166666666666,0.34283218294942763,Ferrugineux tropical,Alibori,539.5999999999999,234.91,990.2,25.429999999999996,23.300000000000004,21.459999999999997,18.349999999999998,16.549999999999997,14.290000000000003,12.459999999999997,9.379999999999999,12.790000000000003,14.500000000000004,21.550000000000004,20.61,17.55583333333333,1,1,1,1,1,1,0,0,0,0,1,1,8,0.10526315789473684,0,2
Karimama,2005,758.716875871687,0.758716875871687,0.0,24.15,38.01,13.62,17.75,18.01,0.28,30.55,41.79,18.86,18.82,19.53,4.6499999999999995,32.99,43.14,21.13,22.17,20.16,20.7,34.02,43.4,23.11,34.88,21.67,54.25,31.73,42.79,24.46,52.4,21.79,118.5,29.29,38.89,23.4,66.05,20.85,163.06,27.34,36.17,22.04,74.79,19.26,133.60999999999999,26.48,32.61,21.78,80.45,18.78,114.9,27.67,37.54,21.3,74.75,20.42,38.75,28.47,38.5,19.07,59.26,21.16,0.0,27.37,39.22,15.72,31.31,20.13,0.0,26.61,38.51,16.37,20.93,20.87,648.6999999999999,28.889166666666668,43.4,13.62,46.129999999999995,20.219166666666666,0.21843286490982936,Ferrugineux tropical,Alibori,361.15999999999997,153.65,623.0699999999999,24.39,22.93,22.01,20.29,18.33,15.490000000000002,14.130000000000003,10.829999999999998,16.24,19.43,23.5,22.139999999999997,19.142500000000002,1,1,1,1,1,1,1,0,1,1,1,1,11,0.10526315789473684,0,2
Malanville,2005,1161.93332157347,1.16193332157347,0.0,24.13,38.61,12.88,20.86,17.93,0.28,30.57,41.73,18.59,21.61,19.62,5.89,32.94,42.54,21.14,28.66,20.18,14.399999999999999,33.96,43.26,23.87,37.75,21.81,63.24,31.22,41.6,24.27,55.84,21.7,134.1,28.56,37.5,22.26,70.59,20.65,215.76,26.7,35.07,21.47,79.37,19.43,180.10999999999999,26.18,31.98,21.88,83.28,18.43,156.6,26.99,34.99,21.41,79.78,20.95,40.61,27.55,36.97,18.15,66.5,21.27,0.0,26.84,38.12,15.56,37.65,20.23,0.0,26.07,37.37,15.65,27.38,20.78,810.99,28.475833333333338,43.26,12.88,50.7725,20.24833333333333,0.2726864472021421,Ferrugineux tropical,Alibori,433.39,197.20999999999998,790.4200000000001,25.729999999999997,23.139999999999997,21.4,19.389999999999997,17.330000000000002,15.239999999999998,13.600000000000001,10.100000000000001,13.580000000000002,18.82,22.559999999999995,21.72,18.550833333333333,1,1,1,1,1,1,1,0,0,1,1,1,10,0.10526315789473684,0,2
Segbana,2005,1458.38398573628,1.45838398573628,0.0,23.48,37.9,11.75,27.05,18.37,0.28,30.32,41.46,17.89,25.82,18.78,11.16,32.31,42.25,20.77,37.5,20.77,14.1,33.18,42.79,23.18,43.09,21.42,88.03999999999999,30.43,40.23,23.65,59.11,21.15,168.9,27.7,35.88,21.6,74.49,20.02,271.56,26.03,33.44,20.95,82.66,17.97,254.82000000000002,25.72,30.86,21.39,84.94,16.89,191.7,26.41,33.54,21.13,82.48,19.73,45.88,26.39,33.27,18.77,74.29,19.79,0.0,25.4,35.48,13.87,48.32,20.63,0.0,24.96,35.72,14.63,37.43,20.33,1046.44,27.69416666666667,42.79,11.75,56.43166666666667,19.654166666666665,0.362490837618349,Ferrugineux tropical,Alibori,553.76,237.57999999999998,1020.9,26.15,23.57,21.48,19.61,16.58,14.280000000000001,12.489999999999998,9.469999999999999,12.41,14.500000000000004,21.61,21.089999999999996,17.77,1,1,1,1,1,1,0,0,0,0,1,1,8,0.10526315789473684,0,2
Abomey-Calavi,2005,1126.58849195528,1.12658849195528,5.2700000000000005,25.03,30.97,17.19,72.46,17.3,42.28,27.79,32.01,22.95,85.65,17.23,94.24,27.72,31.45,25.26,86.94,18.43,86.10000000000001,27.8,30.81,25.56,87.71,17.63,97.64999999999999,26.93,30.18,24.62,87.73,16.96,272.4,25.93,29.45,23.15,88.46,14.06,74.39999999999999,24.99,28.62,21.99,87.95,13.67,58.9,24.16,27.78,21.55,86.88,15.65,138.9,25.4,29.11,22.54,88.36,15.92,94.86,25.97,29.38,23.44,88.52,17.56,35.099999999999994,27.0,31.11,24.21,85.52,18.81,6.82,27.22,31.98,24.17,82.92,17.87,1006.92,26.32833333333333,32.01,17.19,85.75833333333333,16.7575,0.40909396729003406,Ferrallitique,Atlantique,624.79,268.86,737.1099999999999,13.779999999999998,9.059999999999999,6.189999999999998,5.25,5.559999999999999,6.300000000000001,6.630000000000003,6.23,6.57,5.939999999999998,6.899999999999999,7.809999999999999,7.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,2,1
Allada,2005,897.888321995467,0.897888321995467,9.61,24.76,31.69,16.16,73.13,17.3,52.36,28.03,33.95,23.67,83.48,17.23,107.88,27.82,33.19,24.84,85.74,18.43,122.10000000000001,27.81,31.64,25.25,87.23,17.63,121.83,26.82,30.4,24.35,88.19,16.96,172.20000000000002,25.76,29.8,22.54,88.86,14.06,78.74,24.86,28.95,21.58,88.14,13.67,57.970000000000006,24.2,28.57,21.17,85.96,15.65,138.9,25.58,30.62,22.18,86.84,15.92,107.57000000000001,25.94,29.94,23.14,88.5,17.56,39.0,27.05,32.09,23.96,85.14,18.81,11.47,27.48,34.25,24.05,81.46,17.87,1019.6300000000001,26.3425,34.25,16.16,85.22250000000001,16.7575,0.4142578177689762,Ferrallitique,Atlantique,602.75,285.47,677.2100000000002,15.530000000000001,10.280000000000001,8.349999999999998,6.390000000000001,6.049999999999997,7.260000000000002,7.370000000000001,7.399999999999999,8.440000000000001,6.800000000000001,8.130000000000003,10.2,8.516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,2,1
Kpomasse,2005,1109.16877281662,1.10916877281662,9.61,24.76,31.69,16.16,73.13,17.3,52.36,28.03,33.95,23.67,83.48,17.23,107.88,27.82,33.19,24.84,85.74,18.43,122.10000000000001,27.81,31.64,25.25,87.23,17.63,121.83,26.82,30.4,24.35,88.19,16.96,172.20000000000002,25.76,29.8,22.54,88.86,14.06,78.74,24.86,28.95,21.58,88.14,13.67,57.970000000000006,24.2,28.57,21.17,85.96,15.65,138.9,25.58,30.62,22.18,86.84,15.92,107.57000000000001,25.94,29.94,23.14,88.5,17.56,39.0,27.05,32.09,23.96,85.14,18.81,11.47,27.48,34.25,24.05,81.46,17.87,1019.6300000000001,26.3425,34.25,16.16,85.22250000000001,16.7575,0.4142578177689762,Ferrallitique,Atlantique,602.75,285.47,677.2100000000002,15.530000000000001,10.280000000000001,8.349999999999998,6.390000000000001,6.049999999999997,7.260000000000002,7.370000000000001,7.399999999999999,8.440000000000001,6.800000000000001,8.130000000000003,10.2,8.516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,2,1
Ouidah,2005,696.95340501792,0.69695340501792,9.61,24.76,31.69,16.16,73.13,17.3,52.36,28.03,33.95,23.67,83.48,17.23,107.88,27.82,33.19,24.84,85.74,18.43,122.10000000000001,27.81,31.64,25.25,87.23,17.63,121.83,26.82,30.4,24.35,88.19,16.96,172.20000000000002,25.76,29.8,22.54,88.86,14.06,78.74,24.86,28.95,21.58,88.14,13.67,57.970000000000006,24.2,28.57,21.17,85.96,15.65,138.9,25.58,30.62,22.18,86.84,15.92,107.57000000000001,25.94,29.94,23.14,88.5,17.56,39.0,27.05,32.09,23.96,85.14,18.81,11.47,27.48,34.25,24.05,81.46,17.87,1019.6300000000001,26.3425,34.25,16.16,85.22250000000001,16.7575,0.4142578177689762,Ferrallitique,Atlantique,602.75,285.47,677.2100000000002,15.530000000000001,10.280000000000001,8.349999999999998,6.390000000000001,6.049999999999997,7.260000000000002,7.370000000000001,7.399999999999999,8.440000000000001,6.800000000000001,8.130000000000003,10.2,8.516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,2,1
So-Ava,2005,1279.41176470588,1.27941176470588,5.2700000000000005,25.03,30.97,17.19,72.46,17.3,42.28,27.79,32.01,22.95,85.65,17.23,94.24,27.72,31.45,25.26,86.94,18.43,86.10000000000001,27.8,30.81,25.56,87.71,17.63,97.64999999999999,26.93,30.18,24.62,87.73,16.96,272.4,25.93,29.45,23.15,88.46,14.06,74.39999999999999,24.99,28.62,21.99,87.95,13.67,58.9,24.16,27.78,21.55,86.88,15.65,138.9,25.4,29.11,22.54,88.36,15.92,94.86,25.97,29.38,23.44,88.52,17.56,35.099999999999994,27.0,31.11,24.21,85.52,18.81,6.82,27.22,31.98,24.17,82.92,17.87,1006.92,26.32833333333333,32.01,17.19,85.75833333333333,16.7575,0.40909396729003406,Autre,Atlantique,624.79,268.86,737.1099999999999,13.779999999999998,9.059999999999999,6.189999999999998,5.25,5.559999999999999,6.300000000000001,6.630000000000003,6.23,6.57,5.939999999999998,6.899999999999999,7.809999999999999,7.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,2,0
Toffo,2005,1082.93221810148,1.08293221810148,7.13,23.46,32.9,12.72,70.07,17.3,47.879999999999995,27.86,35.23,22.32,80.62,17.23,89.28,27.51,34.39,23.28,84.38,18.43,103.5,27.42,33.31,23.68,86.27,17.63,120.28,26.4,31.43,22.81,88.18,16.96,191.4,25.51,30.83,21.37,88.83,14.06,110.98,24.75,30.55,20.41,87.61,13.67,92.38,24.36,30.17,19.94,84.58,15.65,154.8,25.62,32.24,21.0,85.92,15.92,106.02,25.53,31.29,21.58,88.51,17.56,34.8,26.55,33.33,21.6,84.21,18.81,9.92,27.09,36.17,21.33,78.56,17.87,1068.3700000000001,26.005000000000006,36.17,12.72,83.97833333333332,16.7575,0.4340600264506155,Ferrallitique,Atlantique,615.44,295.62,775.8599999999999,20.18,12.909999999999997,11.11,9.630000000000003,8.620000000000001,9.459999999999997,10.14,10.23,11.240000000000002,9.71,11.729999999999997,14.840000000000003,11.65,0,1,0,0,0,0,0,0,0,0,0,1,2,0.10526315789473684,2,1
Tori-Bossito,2005,807.469304229193,0.8074693042291929,9.61,24.76,31.69,16.16,73.13,17.3,52.36,28.03,33.95,23.67,83.48,17.23,107.88,27.82,33.19,24.84,85.74,18.43,122.10000000000001,27.81,31.64,25.25,87.23,17.63,121.83,26.82,30.4,24.35,88.19,16.96,172.20000000000002,25.76,29.8,22.54,88.86,14.06,78.74,24.86,28.95,21.58,88.14,13.67,57.970000000000006,24.2,28.57,21.17,85.96,15.65,138.9,25.58,30.62,22.18,86.84,15.92,107.57000000000001,25.94,29.94,23.14,88.5,17.56,39.0,27.05,32.09,23.96,85.14,18.81,11.47,27.48,34.25,24.05,81.46,17.87,1019.6300000000001,26.3425,34.25,16.16,85.22250000000001,16.7575,0.4142578177689762,Ferrallitique,Atlantique,602.75,285.47,677.2100000000002,15.530000000000001,10.280000000000001,8.349999999999998,6.390000000000001,6.049999999999997,7.260000000000002,7.370000000000001,7.399999999999999,8.440000000000001,6.800000000000001,8.130000000000003,10.2,8.516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,2,1
Ze,2005,1567.79786970523,1.56779786970523,4.03,23.55,32.83,12.79,71.28,17.3,41.16,27.53,34.02,20.85,83.81,17.23,84.94000000000001,27.28,32.89,23.25,87.02,18.43,78.89999999999999,27.29,32.12,23.86,88.22,17.63,96.10000000000001,26.42,31.62,22.95,88.96,16.96,283.2,25.54,30.64,21.54,89.69,14.06,99.2,24.79,30.08,20.65,88.43,13.67,91.45,24.22,29.61,19.98,86.19,15.65,160.5,25.48,31.08,21.2,87.7,15.92,97.03,25.56,31.11,21.65,89.17,17.56,32.400000000000006,26.41,32.61,21.67,86.1,18.81,6.2,26.65,33.98,21.61,81.91,17.87,1075.1100000000001,25.893333333333334,34.02,12.79,85.70666666666666,16.7575,0.4367983704496768,Ferrallitique,Atlantique,642.34,289.92999999999995,827.48,20.04,13.170000000000002,9.64,8.259999999999998,8.670000000000002,9.100000000000001,9.43,9.629999999999999,9.879999999999999,9.46,10.939999999999998,12.369999999999997,10.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,2,1
Bembereke,2005,1331.80446590223,1.3318044659022301,0.62,23.05,37.2,11.8,33.1,18.08,1.9600000000000002,29.62,41.17,17.3,33.88,18.69,13.950000000000001,31.82,41.82,21.64,46.55,20.28,34.199999999999996,31.84,42.0,24.09,53.24,21.56,110.67,28.69,38.13,22.72,69.36,21.6,189.0,26.58,33.71,20.93,79.7,20.16,292.33,25.33,31.79,20.12,84.79,18.19,259.15999999999997,25.22,30.53,20.55,86.12,17.23,195.29999999999998,25.79,32.44,20.26,83.33,19.39,57.04,25.79,32.6,19.38,77.78,20.39,0.0,24.73,34.92,15.09,56.59,20.32,0.0,24.52,35.36,14.45,43.32,20.43,1154.23,26.915000000000006,42.0,11.8,62.31333333333334,19.69333333333333,0.39903451506985105,Ferrugineux tropical,Borgou,640.15,252.33999999999997,1103.5,25.400000000000002,23.87,20.18,17.91,15.410000000000004,12.780000000000001,11.669999999999998,9.98,12.179999999999996,13.220000000000002,19.830000000000002,20.91,16.945000000000004,1,1,1,1,1,0,0,0,0,0,0,1,6,0.10526315789473684,3,2
Kalale,2005,931.980732739747,0.931980732739747,0.0,23.43,37.65,12.33,30.0,18.37,0.84,29.88,40.98,17.71,33.2,18.78,17.669999999999998,31.62,41.58,21.39,47.29,20.77,20.1,32.1,42.32,24.59,51.33,21.42,96.72,29.05,38.42,22.99,67.16,21.15,197.7,26.73,34.11,20.91,78.9,20.02,312.79,25.39,32.02,20.36,84.71,17.97,262.26000000000005,25.27,30.61,20.41,85.76,16.89,182.10000000000002,25.94,32.79,20.63,82.97,19.73,53.32,25.86,32.5,19.72,77.12,19.79,0.0,24.78,34.63,14.91,55.39,20.63,0.0,24.48,35.32,14.51,44.17,20.33,1143.4999999999998,27.04416666666667,42.32,12.33,61.5,19.654166666666665,0.39611279463378885,Ferrugineux tropical,Borgou,644.98,235.42000000000002,1104.89,25.32,23.269999999999996,20.189999999999998,17.73,15.430000000000003,13.2,11.660000000000004,10.2,12.16,12.780000000000001,19.720000000000002,20.810000000000002,16.8725,1,1,1,1,1,0,0,0,0,0,0,1,6,0.10526315789473684,3,2
N'Dali,2005,1628.58660998937,1.62858660998937,0.31,24.34,37.84,13.0,35.81,17.7,6.44,29.67,40.76,19.26,47.95,18.41,42.779999999999994,29.74,40.98,21.6,62.59,20.36,52.8,29.6,40.79,23.5,66.69,20.69,61.69,28.02,38.48,22.44,72.18,20.74,109.80000000000001,26.47,34.46,20.79,79.34,17.98,163.68,25.18,33.32,19.94,83.77,16.54,171.11999999999998,25.0,31.08,20.07,84.22,14.61,153.0,25.77,32.71,20.5,81.95,16.89,82.46000000000001,25.77,35.61,20.3,78.67,18.72,2.6999999999999997,26.94,38.23,17.16,50.9,20.18,0.0,27.18,38.32,16.81,37.66,19.48,846.7800000000001,26.973333333333333,40.98,13.0,65.14416666666666,18.525000000000002,0.31120725393171217,Ferrugineux tropical,Borgou,430.75,238.16,741.75,24.840000000000003,21.499999999999996,19.379999999999995,17.29,16.039999999999996,13.670000000000002,13.379999999999999,11.009999999999998,12.21,15.309999999999999,21.069999999999997,21.51,17.2675,1,1,1,1,1,0,0,0,0,1,1,1,8,0.10526315789473684,3,2
Nikki,2005,1198.94928509597,1.19894928509597,0.0,23.63,37.73,12.42,30.86,17.89,3.08,29.63,40.61,17.72,40.19,18.61,31.0,30.38,41.18,21.12,56.64,20.61,25.8,30.83,41.56,23.87,58.33,20.31,72.85000000000001,28.57,38.77,22.71,68.41,20.06,159.60000000000002,26.4,34.11,20.83,79.28,18.12,242.42000000000002,25.03,31.78,19.62,84.59,16.13,194.36999999999998,24.95,30.54,19.64,85.18,14.66,155.39999999999998,25.64,32.62,20.86,82.66,17.24,62.0,25.73,33.5,19.99,77.15,18.87,1.2,25.5,36.42,15.49,52.27,20.54,0.0,25.77,36.85,15.67,38.35,19.45,947.72,26.838333333333335,41.56,12.42,62.82583333333332,18.540833333333335,0.3480071220062178,Ferrugineux tropical,Borgou,531.6700000000001,218.59999999999997,886.64,25.309999999999995,22.89,20.06,17.69,16.060000000000002,13.280000000000001,12.16,10.899999999999999,11.759999999999998,13.510000000000002,20.93,21.18,17.144166666666667,1,1,1,1,1,0,0,0,0,0,1,1,7,0.10526315789473684,3,2
Parakou,2005,1467.85672616964,1.46785672616964,0.31,24.34,37.84,13.0,35.81,17.7,6.44,29.67,40.76,19.26,47.95,18.41,42.779999999999994,29.74,40.98,21.6,62.59,20.36,52.8,29.6,40.79,23.5,66.69,20.69,61.69,28.02,38.48,22.44,72.18,20.74,109.80000000000001,26.47,34.46,20.79,79.34,17.98,163.68,25.18,33.32,19.94,83.77,16.54,171.11999999999998,25.0,31.08,20.07,84.22,14.61,153.0,25.77,32.71,20.5,81.95,16.89,82.46000000000001,25.77,35.61,20.3,78.67,18.72,2.6999999999999997,26.94,38.23,17.16,50.9,20.18,0.0,27.18,38.32,16.81,37.66,19.48,846.7800000000001,26.973333333333333,40.98,13.0,65.14416666666666,18.525000000000002,0.31120725393171217,Ferrugineux tropical,Borgou,430.75,238.16,741.75,24.840000000000003,21.499999999999996,19.379999999999995,17.29,16.039999999999996,13.670000000000002,13.379999999999999,11.009999999999998,12.21,15.309999999999999,21.069999999999997,21.51,17.2675,1,1,1,1,1,0,0,0,0,1,1,1,8,0.10526315789473684,3,2
Perere,2005,1148.13499111901,1.14813499111901,0.0,24.32,37.43,13.24,33.35,17.7,6.16,29.36,40.2,19.16,48.87,18.41,45.88,29.31,40.75,21.48,64.16,20.36,29.099999999999998,29.7,40.52,23.28,64.78,20.69,41.85,28.3,39.13,22.16,69.21,20.74,106.2,26.46,36.14,21.02,78.24,17.98,142.29,25.11,33.62,19.79,82.79,16.54,136.4,25.08,32.66,19.61,82.07,14.61,138.3,25.86,33.87,20.75,80.54,16.89,72.23,25.92,36.07,20.75,76.62,18.72,3.0,27.12,38.36,16.98,47.24,20.18,0.0,27.19,38.03,16.66,35.87,19.48,721.4100000000001,26.977500000000003,40.75,13.24,63.64499999999999,18.525000000000002,0.26513146869184023,Ferrugineux tropical,Borgou,365.32000000000005,213.53000000000003,637.27,24.189999999999998,21.040000000000003,19.27,17.240000000000002,16.970000000000002,15.120000000000001,13.829999999999998,13.049999999999997,13.119999999999997,15.32,21.38,21.37,17.658333333333335,1,1,1,1,1,1,0,0,0,1,1,1,9,0.10526315789473684,3,2
Sinende,2005,843.104655232763,0.843104655232763,0.62,23.05,37.2,11.8,33.1,18.08,1.9600000000000002,29.62,41.17,17.3,33.88,18.69,13.950000000000001,31.82,41.82,21.64,46.55,20.28,34.199999999999996,31.84,42.0,24.09,53.24,21.56,110.67,28.69,38.13,22.72,69.36,21.6,189.0,26.58,33.71,20.93,79.7,20.16,292.33,25.33,31.79,20.12,84.79,18.19,259.15999999999997,25.22,30.53,20.55,86.12,17.23,195.29999999999998,25.79,32.44,20.26,83.33,19.39,57.04,25.79,32.6,19.38,77.78,20.39,0.0,24.73,34.92,15.09,56.59,20.32,0.0,24.52,35.36,14.45,43.32,20.43,1154.23,26.915000000000006,42.0,11.8,62.31333333333334,19.69333333333333,0.39903451506985105,Ferrugineux tropical,Borgou,640.15,252.33999999999997,1103.5,25.400000000000002,23.87,20.18,17.91,15.410000000000004,12.780000000000001,11.669999999999998,9.98,12.179999999999996,13.220000000000002,19.830000000000002,20.91,16.945000000000004,1,1,1,1,1,0,0,0,0,0,0,1,6,0.10526315789473684,3,2
Tchaourou,2005,891.269980678027,0.891269980678027,0.31,23.25,36.03,12.42,49.52,17.7,11.76,28.16,39.1,18.73,62.97,18.41,53.94,28.41,38.47,21.71,71.57,20.36,61.2,28.37,39.28,22.89,74.33,20.69,70.67999999999999,27.09,35.97,22.0,78.27,20.74,124.50000000000001,25.87,32.84,20.85,83.52,17.98,168.95000000000002,24.96,32.29,20.36,85.21,16.54,167.4,24.61,30.21,19.59,85.45,14.61,174.9,25.52,31.63,20.79,84.0,16.89,91.14,25.46,34.02,19.39,82.22,18.72,4.2,26.84,37.37,17.24,60.72,20.18,0.31,27.27,38.04,16.44,47.25,19.48,929.29,26.317499999999995,39.28,12.42,72.08583333333333,18.525000000000002,0.34153119937433657,Ferrugineux tropical,Borgou,479.27,270.24,797.5699999999999,23.61,20.37,16.759999999999998,16.39,13.969999999999999,11.990000000000002,11.93,10.620000000000001,10.84,14.630000000000003,20.13,21.599999999999998,16.069999999999997,1,1,1,1,1,0,0,0,0,0,1,1,7,0.10526315789473684,3,2
Bante,2005,873.135895820207,0.873135895820207,1.24,22.73,34.97,12.23,57.18,17.99,22.12,27.55,37.31,19.07,69.75,18.42,50.839999999999996,27.87,36.68,21.82,75.47,20.11,93.89999999999999,27.9,38.07,22.62,77.9,19.52,115.63,26.46,33.41,21.49,83.08,20.05,150.0,25.57,31.31,20.85,86.16,17.05,212.04,24.85,30.96,20.08,86.5,15.68,190.96,24.52,30.22,19.58,86.75,14.87,196.2,25.33,30.86,20.58,86.03,15.9,100.13,25.23,31.98,18.49,85.17,19.09,5.1000000000000005,25.74,33.88,17.62,72.42,19.97,0.9299999999999999,26.3,36.78,16.16,59.95,19.29,1139.09,25.837500000000002,38.07,12.23,77.19666666666667,18.16166666666667,0.4270116018020189,Ferrugineux tropical,Collines,622.41,301.43,964.9599999999999,22.74,18.240000000000002,14.86,15.45,11.919999999999998,10.459999999999997,10.880000000000003,10.64,10.280000000000001,13.490000000000002,16.26,20.62,14.653333333333334,0,1,1,1,0,0,0,0,0,0,0,1,4,0.10526315789473684,4,2
Dassa-Zoume,2005,982.334259626837,0.9823342596268371,2.1700000000000004,23.15,33.17,12.51,68.15,17.28,39.199999999999996,27.32,34.09,20.52,82.27,17.57,81.84,27.24,33.12,22.82,85.41,18.58,81.60000000000001,27.22,32.39,23.41,87.11,18.22,101.99,26.41,31.61,22.31,88.03,18.75,265.79999999999995,25.59,30.52,21.35,89.0,15.47,136.4,24.76,30.11,20.61,88.51,13.62,115.32000000000001,24.26,29.75,19.69,86.7,13.9,181.79999999999998,25.56,31.16,21.03,87.35,15.0,110.67,25.57,31.02,21.47,88.02,17.64,22.8,26.17,32.54,20.28,84.1,18.98,4.03,26.28,34.42,20.05,78.8,17.69,1143.62,25.794166666666666,34.42,12.51,84.45416666666667,16.891666666666666,0.4609423114748284,Ferrugineux tropical,Collines,667.63,315.27,911.9799999999999,20.660000000000004,13.570000000000004,10.299999999999997,8.98,9.3,9.169999999999998,9.5,10.059999999999999,10.129999999999999,9.55,12.259999999999998,14.370000000000001,11.487499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,4,2
Glazoue,2005,603.636363636363,0.603636363636363,0.9299999999999999,22.78,32.89,12.29,64.43,17.77,32.199999999999996,27.03,34.61,20.08,79.89,18.31,77.80999999999999,27.13,33.14,22.44,83.95,20.06,81.60000000000001,27.13,32.6,23.27,85.67,19.1,101.99,26.32,31.8,21.98,87.0,19.35,207.89999999999998,25.55,30.61,21.35,88.34,15.97,170.81,24.72,30.11,20.38,88.24,14.42,130.20000000000002,24.3,29.86,19.69,86.94,13.47,196.2,25.51,31.08,21.09,86.91,14.72,115.63,25.49,31.85,20.81,86.81,18.08,11.1,25.93,33.07,19.02,80.0,19.65,1.55,26.25,35.77,18.33,71.42,18.88,1127.9199999999998,25.67833333333333,35.77,12.29,82.46666666666667,17.481666666666666,0.43927126893595964,Ferrugineux tropical,Collines,640.1099999999999,322.93,922.7299999999999,20.6,14.530000000000001,10.7,9.330000000000002,9.82,9.259999999999998,9.73,10.169999999999998,9.989999999999998,11.040000000000003,14.05,17.440000000000005,12.221666666666666,0,0,0,0,0,0,0,0,0,0,0,1,1,0.10526315789473684,4,2
Ouesse,2005,1016.59751037344,1.01659751037344,0.62,22.69,33.94,12.02,59.34,17.77,21.84,27.1,36.27,19.6,74.44,18.31,67.27,27.34,34.59,21.88,80.15,20.06,72.9,27.39,35.51,22.9,81.93,19.1,89.89999999999999,26.42,32.81,21.91,84.31,19.35,155.70000000000002,25.56,31.33,21.16,86.96,15.97,180.42000000000002,24.78,30.63,20.17,87.18,14.42,152.52,24.38,29.89,19.46,86.69,13.47,195.0,25.44,31.05,21.15,86.0,14.72,104.16,25.4,32.25,19.49,85.17,18.08,6.3,26.1,34.7,17.98,72.49,19.65,0.62,26.69,37.28,17.01,60.62,18.88,1047.25,25.77416666666667,37.28,12.02,78.77333333333333,17.481666666666666,0.4078541353936306,Ferrugineux tropical,Collines,566.19,305.46,877.7,21.919999999999998,16.67,12.710000000000004,12.61,10.900000000000002,10.169999999999998,10.459999999999997,10.43,9.900000000000002,12.760000000000002,16.720000000000002,20.27,13.793333333333335,0,1,0,1,0,0,0,0,0,0,0,1,3,0.10526315789473684,4,2
